99999 99977
1 196701444 983836575
1 82733333 515681631
1 274449332 22532815
1 1608611 704594822
1 908402610 61419747
1 743454168 967321908
1 738548808 334336396
1 54970714 474821988
1 135852014 489682537
1 737988934 307447244
1 958792046 848113681
1 795006674 826896862
1 536881590 790082083
1 701948928 173454856
1 216748548 760580924
1 959593672 288656334
1 520150061 549126868
2 345837481 45289316
1 973147052 447047412
1 652717919 676574335
1 467804702 248973425
1 662355778 451313376
1 512099963 897104612
1 156805620 262599049
1 466272759 478432610
1 633426241 918394308
1 970517607 144100462
1 704848934 876236886
2 876676747 213763340
2 156469645 265339587
1 125211573 689911929
1 331238938 855217942
1 11530586 314009250
1 740153360 532238096
2 121411034 445783788
1 995578001 634369030
1 463624781 71022951
1 53916269 80117696
2 737956544 910552161
1 837704254 392607246
1 605931118 309824730
2 802640561 280616851
2 924661706 243117981
1 27726222 783640333
1 220319465 647440827
1 724050625 476510473
1 693591890 450637892
2 525454855 659970099
1 442924286 50154300
1 784634169 442380734
1 574474165 100814243
1 154374853 210887373
2 578205315 326205108
1 139216250 990800745
2 355207183 755564599
1 325855639 572424823
2 205435662 750950505
1 236649813 26671425
1 846736889 880248401
1 776538244 813122667
1 535622268 99493699
1 831021272 888362063
1 105578391 72998624
1 156322557 733693796
1 522632395 674546535
1 458566942 963268758
1 57076979 953553000
1 67901956 707336513
1 151236341 1523717
1 781546911 448948125
1 66629268 792105767
1 524267667 34254206
1 363666324 194426684
1 241670448 863643059
1 559197732 840821030
1 403649148 23368141
1 553326202 942264082
1 721978131 3842167
2 627114417 62267043
1 237158264 189294216
1 32799510 151045869
1 109008748 99455323
1 750868540 233642008
1 199316965 993225082
2 197782972 626703426
1 26034320 265130830
1 33155536 485302488
1 829431607 733644750
1 806060385 923023997
2 239682272 808107379
2 770941456 444208641
1 546294139 73003248
1 959263721 978599396
1 367745168 235102510
1 327075982 755376801
1 635022942 629839182
2 903059474 99141100
1 17352653 735746626
1 63739537 262015662
1 678287882 934213076
2 749404401 41156530
1 143911701 657372185
1 433233964 393669618
2 48809836 594117654
1 530714476 218612141
1 356239494 925746400
1 798515049 810097018
1 155179256 52608134
1 563079351 507198506
1 350248451 166018108
2 849411918 387799148
1 368775278 368292104
1 612229680 943057561
1 736874718 908171755
1 947332754 170816198
1 15271571 118739804
2 699820523 115595442
1 632327362 422382709
1 626589852 983321323
2 9874527 604934470
1 333629956 238868175
1 853183998 715143367
2 504176111 510405093
1 126496425 602561601
1 770326673 848968995
2 34940478 420051624
2 131519709 484054978
1 620569599 732660561
2 711195650 964288926
1 981377070 330006530
1 369727271 336052926
1 563895012 331111051
1 905089958 220252405
1 708839451 372863048
1 626515856 532649129
1 919574549 997121231
1 814964396 455903006
1 36637463 585517599
2 74138885 511724935
1 188131413 828729907
1 7622037 840514195
2 243167989 263010882
1 451405375 503391352
1 26796353 542222648
1 23395267 800702224
1 394662387 306731304
1 606511917 688400357
2 987654037 600292196
1 813786739 783353208
1 676830236 264898293
1 168489612 66957069
1 625235733 492458338
1 452441966 745507113
1 479653805 680868375
1 137722135 856035126
1 408156889 830064905
1 329222398 115947092
1 664956908 425853768
1 535779518 240405733
1 114378295 151118578
2 375735545 30877566
1 578152732 442442627
1 150690295 561546830
1 215119518 298761125
2 522201370 665738879
1 341255978 353379687
1 864801109 542916067
1 289707917 568511848
1 348472539 590057604
1 230245212 113229837
1 282313447 843706084
2 591542976 360995669
1 88833308 106230047
1 509803576 601928880
1 62345849 667642985
1 108533458 701190881
1 494786774 617608012
2 106991375 198700595
1 651481663 226172566
1 150977301 297310800
1 357000929 45303985
1 106619570 392224901
1 1910784 488249139
1 40177258 387783557
1 786128116 135849268
2 809074032 240803020
1 350755668 100879639
1 558874127 696959089
2 133173129 1292438
1 935942474 67446243
1 337423844 371212959
1 196019234 48329918
1 413101876 981577759
1 664401142 822512841
1 78029780 919961299
1 961587373 584534336
1 705833437 35888209
1 665257420 974570236
1 809106917 793501215
2 524745617 477225268
1 426811800 830541620
1 407980651 808495064
1 951824092 701827741
1 521824913 781077021
1 528564708 240178295
1 469516368 99656476
1 532261828 100648372
1 500558220 188558241
1 215762675 370882589
1 204818300 757860537
1 627732907 512788816
2 376951602 141794742
1 881576120 953146765
1 831249050 421659615
1 535937368 952928458
1 340025695 150849776
1 43160826 702013543
2 795154095 157117962
1 734886699 62296196
1 93236927 955926935
1 409557257 536708342
1 704014406 882710319
1 162295934 403531048
1 75919045 159081575
1 402301353 993297693
1 391775614 180861374
2 514666355 80782016
1 131846423 325664813
1 689866438 321013313
1 336145430 714250400
1 17642465 750123125
1 805402497 603318616
1 939314736 910478855
1 584461917 254216219
1 645415462 557768837
1 245170100 700235754
1 865625996 521889994
1 305619685 562140749
1 607612251 647339650
1 893087639 6234721
2 880532182 794571397
2 178682745 938756709
1 228530834 216966202
1 979402124 349343813
1 995401373 813265881
1 341543204 92841197
1 507413178 228698987
1 93907254 46221080
1 965207002 935591754
1 988881903 555178166
1 266687022 410407465
1 394157555 766459537
1 733111253 287146332
2 133591161 939210390
1 955301195 159439393
1 518134686 243479017
1 763328156 189010714
2 547437789 966975975
1 16662415 310808304
1 813955404 470622216
1 45484513 747010237
1 634114135 742410531
2 612247150 443697273
2 83195315 251805008
1 708736161 429846596
1 28020114 428115883
2 992018879 945747692
1 482516799 554568299
1 219651126 945064067
2 57477544 804924505
2 328778026 296859251
1 572040276 144114760
1 119219129 113658452
2 815735041 523231639
1 32045507 363419330
1 796738192 11232477
2 1331836 702309760
1 213165420 461469322
2 118053204 992793447
1 525222929 263978533
1 54981537 449702727
1 375157593 261677959
1 2911058 119985081
1 661607249 110193424
2 175134351 75935798
1 953794080 244656283
1 689661205 166629576
1 20271946 408180196
1 620301328 518797158
1 721094296 974591429
1 122651138 960858893
1 387440830 340590684
2 813239865 536481547
1 462074755 789539733
1 279099947 728524181
1 810786096 98175257
1 642813025 915766765
1 860341351 542669584
2 965158848 126267476
1 89762756 902098476
1 780669102 727997791
1 739630430 333288174
1 784692607 631569622
1 292692541 545984957
1 602855966 165352594
1 335007312 558748928
1 250150166 648342783
2 669821106 367029546
1 733441780 192841258
1 467229342 168832493
1 494469513 580369679
1 891974750 629262121
2 199621820 467450704
1 746531603 2680778
1 307007641 267197124
1 479992730 82213556
1 284102489 847363920
1 2075619 111147337
2 329242716 664453140
1 81360712 275382023
1 429089853 463072745
1 345794597 472021575
1 160030261 979070583
2 983974801 685893438
1 581475527 454083370
1 262841196 198119293
1 266388026 473127565
1 879742694 410548463
1 607598795 421184658
1 979944400 873441957
1 204480212 725087884
1 10968084 449972724
1 803275124 208298957
1 163871245 109979261
1 882755237 295729714
1 4530882 781584707
1 607329026 182144369
1 211522096 759410265
1 491388687 340534625
1 770221988 89528200
1 868526173 873040952
1 684666923 772572813
2 310805808 32985552
1 490198250 807696436
2 773230234 49973419
1 617496388 620810812
2 448843945 757615351
1 453878154 261198712
1 116323952 285016003
1 331495769 669787843
1 152272154 230563632
1 385548358 953089907
1 576290157 557420729
2 627387338 147261574
1 858877823 567474605
1 792672607 607443508
1 304407231 659262841
1 114431101 245650442
1 19144417 223626625
1 644086692 492946495
1 342663378 385231370
1 715459276 963112179
1 630810256 694185931
1 983941212 121363115
1 523134390 314620490
1 78649673 955589784
2 509105978 762301176
1 574407718 924501739
1 55269817 206878815
1 893963592 843474910
2 341068626 706543339
1 84497655 665396918
1 784558396 316347570
1 686701721 611684447
1 736848974 829997416
1 876924220 285096179
1 704518331 407738137
1 465862229 814084419
1 797603970 529977794
1 999137288 118742101
1 312853246 877516244
1 15682305 17968710
1 100268046 223364805
1 856265381 964339920
1 203920500 55426535
2 224781995 487254892
1 622675898 418984433
1 559942586 474680326
2 644853538 850930404
1 749680319 590564484
1 107261901 450463783
1 405363144 913211502
2 479199975 850303575
1 86040178 613755793
1 319502508 962513034
1 491415385 789247911
1 94260011 178051969
1 379665667 866950032
2 374233185 550516810
1 123202029 275244273
1 27187260 669745656
1 755699794 828149400
1 704568420 456605382
1 5466404 679538854
1 52281871 966551430
1 798822295 886034668
1 267124616 115577460
2 576119327 626743144
1 923402174 549000127
1 850183109 818809472
1 1546303 218910757
1 667577201 160940210
1 529777097 496468817
1 150827163 921425081
1 202674770 445795248
1 904075512 143306237
1 564297646 655729748
1 749688136 514923381
2 595810379 861772470
1 259441362 832146302
1 257185814 784878134
1 828500479 116561983
2 220989596 965892887
1 176874169 606790935
1 977585576 30876282
1 272080040 856547817
1 616408398 514832058
1 374766552 131902813
1 583861449 106590200
1 620416531 307530332
2 720950059 697883817
1 744307426 275643585
1 352740920 107271651
1 509693174 893886113
1 334819243 899861961
1 113364692 88340711
2 30638493 692560218
1 804952613 839074238
2 68585483 310472920
2 376132193 609394630
2 889118647 18862881
1 999479590 429360874
1 770262977 571408901
1 227684152 19167357
1 65848117 755224214
1 421035552 178884177
1 256746474 843341695
1 449272308 367177704
1 85139575 716728123
1 146244970 656392131
1 142419876 354073174
1 626972196 966925990
2 356283692 875603608
1 903735625 725792722
1 649158435 188890285
1 931575259 829591383
1 558249626 938389017
1 533346328 147970696
1 440257982 334739559
2 725946408 126680649
1 102017841 714881959
1 746934778 336392062
1 684483689 840442622
2 200707817 392449460
1 989385889 435736280
1 348829342 937373262
1 176874003 396979551
1 471959999 574594822
1 230988838 726450137
1 774052609 46265937
1 41556120 501523565
1 948705585 976171767
1 477068822 539237103
1 54100226 315389210
1 188163737 371999375
1 260503714 714248612
1 610554298 702199698
1 543067601 531670257
1 347092330 808183636
1 77541392 863085262
1 42842480 439518193
1 212745824 58791713
1 909473380 523476892
1 111836284 377212641
2 288379521 716996746
1 160390352 588669079
1 288350155 223442384
1 80473564 190449694
1 383986813 270985434
1 611777102 779030056
1 994901114 995347456
2 709756650 401336043
1 855451522 170713589
1 939266972 900687885
1 430026041 165198932
2 562768638 934517478
1 79993808 131168034
1 144842675 271866674
1 238296563 140816333
1 566042402 122094204
1 158053149 754982482
1 651667943 209496879
1 493325903 41574301
1 897238900 57001644
1 677424630 664943663
1 748054205 970732475
1 682355145 573225613
2 825056438 421644787
1 426093329 285596336
2 728496294 32941711
1 30999090 749136565
1 669173083 213125220
1 385456004 548379876
1 202786916 183149423
1 2399037 665909213
1 269171626 366957600
1 406928787 664191061
2 454341072 806032019
2 204004052 312201352
2 946078887 778931421
1 501552177 714124364
2 643612303 316846582
2 239103112 457078425
1 377158994 686969861
2 386814641 760671818
1 950392746 267515636
2 114143859 712941442
1 765104278 123005757
1 54389286 85674758
1 358674946 263220293
1 291233452 645396251
1 713891734 387237549
1 463383311 100582533
1 435916657 384534282
1 134575899 516854202
1 124382172 782554851
1 739617565 117066119
1 80035949 632410399
1 486111860 54237832
1 284467704 543081484
1 708743841 913429425
1 714146547 374912346
1 590008574 135083597
1 825651722 482143318
1 326559127 304024335
1 218905279 294515420
2 137485915 33369233
1 216582212 112455419
1 171740692 227788876
1 959918056 91105859
1 385995530 26258770
1 742667118 624274440
1 375981411 222685203
1 425197918 623314257
1 776070591 395729637
1 330021166 862960408
1 2038515 694561831
1 101114397 208579111
2 962387641 795231661
1 609230178 922551328
1 287034105 933931573
1 836419106 267961280
1 170105722 666135497
1 887699870 795797959
1 28370514 874837742
1 217283771 959117875
1 124376818 338065104
1 61309504 784166815
1 124288603 209940668
2 236263575 184641722
2 526485917 809159957
1 302721640 453843737
1 703534666 262171080
1 100894179 802342479
1 45021586 763552158
1 137307575 769449656
2 799076209 504094903
1 191561231 284601142
1 857284334 702992393
1 288184613 736145284
2 186590346 490799180
1 509350198 571939422
1 427920280 926390735
1 511577979 714054112
1 396248646 197182553
1 54135682 472824693
2 944587563 484052717
1 894158416 822914584
1 451215908 821008199
1 167940057 568004419
1 158850380 476163439
2 204101516 595773731
1 45924757 349235135
1 429024416 510756733
1 174409964 140570440
1 90718613 141822968
1 728620247 761714713
1 475950305 713169638
1 617876730 216262796
1 811395541 396677715
1 815939676 815048437
1 665783781 83701328
1 180612783 957629248
2 614802765 446245638
1 717736918 588735627
1 379374769 272794640
1 208842819 825958313
1 575495438 878458956
1 100491488 38292274
1 360988383 490450306
1 956444238 43210271
2 321933042 10308679
1 259137692 230353328
1 550909623 336031544
1 402136258 573051097
1 701655322 681269755
1 813985907 983286137
1 537565176 187188681
1 445265638 746551718
2 854066579 309275283
1 710122889 114263975
1 150935365 385471026
1 636692756 131620738
1 78648743 146980696
1 706711263 757124262
1 660020088 997560839
1 952339013 766170400
1 625140327 36453343
1 848205911 800297391
1 436423203 101096894
2 238878820 189391497
2 614197631 658671666
1 125014376 877610666
1 839300479 96051988
1 103667510 730602853
1 632878096 295655881
1 370651129 476443734
1 29438728 293936195
1 30485303 703853044
1 257554972 192360630
1 709452793 736862385
1 927636573 56605191
1 334793072 252984542
1 498770653 209690730
1 64788596 713681099
1 741333464 38893201
1 974997902 135007235
2 161543724 646039460
1 334887693 695796042
1 780502074 68241842
1 211874315 443725479
1 108291075 129448516
1 323325611 792895745
1 435795125 134924536
1 68038739 65786169
1 652488796 327692790
1 997652226 781625184
1 847599007 130458676
1 86191137 648934990
1 501024479 435038666
1 894925953 838007061
1 541800224 705701488
1 762785948 459034024
1 428244936 294938255
1 813917984 841704276
1 579871778 417161338
1 809319413 862932771
1 29191583 996663965
1 26707754 846117833
1 561156621 758635170
2 886011270 539806592
1 293734053 870807965
1 625039458 341148060
1 519115873 701903397
1 19455477 363666173
1 348056173 34645183
1 592649517 424256011
1 937481944 171514769
1 747638050 625887753
2 407710667 565841270
1 205986907 278306985
1 497557670 150438272
1 183177629 115323030
1 233730406 352321857
1 991660418 9039537
1 816737997 993022533
1 217933128 135442739
2 276560153 784857941
1 522363854 249123820
1 858440532 14880778
1 647411438 537377695
1 854211024 796500173
1 25918540 821205086
1 648247078 697077293
1 921725886 647420191
1 142877383 453458735
1 34570542 206514704
1 130364371 393642035
1 604687985 891324869
1 993774598 34840798
1 86761695 855390130
1 502584495 677402392
1 8751008 842282038
1 889926974 926534310
1 974226723 58703664
1 254390086 41717872
2 922539484 82154826
1 516454630 71548883
2 215321041 390790892
1 202966565 848005097
1 11499359 582155639
2 541805420 793030660
1 31767134 772750191
1 957107609 100563364
1 6731982 120766761
1 338213865 764194024
1 351165999 554861815
1 28709587 485691781
1 578875799 857611461
1 738034795 78233071
2 562970408 30698574
1 123368692 928865667
1 993153302 684642230
1 603678806 109922592
1 943421558 7338083
2 59489950 60672373
1 69040835 728144465
2 804853521 173634994
1 118137245 257786887
1 153456128 9283249
1 86419595 755187793
1 984144500 390540884
1 438093332 460689008
1 595616745 109354548
1 96251631 438954604
2 822323861 385358313
1 289055477 547392425
2 784180989 415719062
1 102216000 104878047
1 317454409 899851493
1 407403596 54371336
1 899785233 110568857
1 905458039 757117409
1 47351802 65765402
1 721763581 338362542
1 784216338 216851127
1 600088088 890267282
2 587711899 396593940
1 721744641 20037962
1 430305935 574410096
1 413280517 836513399
1 858452581 217388321
1 119535080 128879615
1 367966566 454149980
1 834945719 67528313
1 462550590 196963990
1 263692581 267940037
2 765184580 118136402
1 654132979 44189060
1 763842547 244445663
1 787156960 40739778
1 232432510 13420255
1 722675969 640482129
1 275360627 951777282
1 29062552 768502173
1 349617069 498820491
1 143082891 759948044
1 50099172 789151336
1 839302841 490255191
1 273483022 607124752
2 318288403 91424544
1 643724502 55091528
1 586018273 642087747
1 380910273 310206604
2 197357566 66839372
1 945087715 300172793
1 848562566 352147035
2 182695341 806464624
1 147132456 539983804
1 453748271 432760200
1 83178407 760610830
1 463722968 573768213
1 384862990 964506744
1 621193555 127565749
1 1342249 877321051
2 467040973 297882004
1 165313380 725622089
1 627899897 171906099
1 373547059 110720432
1 869818492 911188493
1 201629728 61643530
1 266020879 744938877
2 391774409 367630361
1 160100141 799038674
2 758377813 533436724
1 2448798 940715849
1 411988311 800265049
1 17354383 410317667
1 758586217 95620527
1 952054887 78810590
1 791053284 954264189
1 557553461 122845744
1 578173105 784851638
1 37365606 731493696
2 52298354 96097564
1 31152169 735978162
1 491038969 905275140
2 238228677 792834909
1 935690255 123368804
2 297139823 922504464
1 911095888 23165084
1 424864896 321180797
1 356005536 288581588
1 991852775 94499989
1 758673196 55487864
1 931336886 763718597
1 28308468 186535689
1 180362401 251447690
1 256570143 27230225
1 217925484 6970031
1 604947213 953202571
2 115025764 88690404
1 842575991 460490997
2 748156768 754046591
1 582770019 735773944
1 358917237 40437836
1 83912523 213996560
1 370755242 433292347
1 186632468 405765056
1 247377722 149033062
1 720874525 782888948
1 556531656 129238285
1 941990747 789039145
1 914857544 820808066
1 55939215 365527697
1 650224065 564559450
1 705067103 248035975
1 141245134 730515781
1 385653423 571433715
2 21925513 720866863
1 513380783 594504813
1 305987781 660784349
1 825894248 263310506
1 189916187 553634045
1 853751710 312239294
2 223647104 740494678
1 163007118 618982301
2 968112499 376155952
1 982056561 658288463
1 822882511 391675697
1 831401915 488872954
1 112046797 974842407
1 318056249 484579560
1 77583059 208877462
1 47122689 362546858
2 717073325 966124889
1 81173651 71910021
1 231216634 260050215
1 494825489 475312439
1 99127566 737175337
1 957432866 479211891
1 416706475 641552458
2 650970065 572184637
2 511069830 409023388
1 624236555 879142868
1 991548620 484555620
1 46126402 797820425
1 85772327 613972752
1 671285049 201715783
1 995843158 441390366
1 969250870 535909595
1 963157105 842711227
1 810315133 418129635
1 740902106 231510236
1 114777360 415753092
1 598135498 492363279
1 465822199 141300209
1 53052589 35106974
1 136085083 697863082
1 807924780 252677479
1 505925779 999787758
1 951553016 440820703
2 516116787 688388876
1 282180074 956611142
1 571503447 357059276
1 861227535 611399965
1 143686532 167924096
1 659163560 841301694
1 285669262 617335389
1 620764668 509196528
1 357483141 707390128
1 7032832 675163995
1 458935953 368280625
2 779153379 668540025
2 372968653 126869025
1 469681616 936517387
1 689562552 301547183
1 14949264 789671927
1 366512217 780710101
2 20903953 292903610
1 304330283 720502874
1 159470752 958315986
1 302102559 786367605
1 921569060 159129256
2 87214938 30594290
1 122582203 595246926
1 404210530 75602249
1 621941021 952808576
1 619301784 544825257
1 494591470 837122400
2 95058601 69557286
1 795326625 909346025
1 993823881 863140179
1 6778721 113330556
1 428667694 603275951
1 503595951 704095630
1 742616763 777957955
1 436840199 519614078
1 91288180 770095880
2 839387208 553706291
1 23493523 304607169
1 871830854 580239697
1 722071991 433863540
2 875237310 997970867
2 330718687 494272551
2 518803217 742061299
1 12417104 974310325
1 555587714 503812042
1 384207771 689659246
1 699354857 672060146
1 530814183 746904043
1 656586772 128393649
2 290831049 117638549
1 458136507 964377232
1 378118876 639837459
1 274886103 773408424
1 911074425 869457865
2 957304477 468861615
1 680046842 432282738
2 756253721 548065901
1 111103241 941860822
1 875637859 140063322
1 236658685 175783129
1 267815057 41938887
1 930217307 481328589
1 76898302 230563376
1 393775776 437845756
1 627306730 146987987
2 796934249 11395182
1 384260123 776560732
1 99037861 229503402
1 869195355 28059522
2 988346089 346708278
1 40900942 227365154
1 983526823 953683202
1 105333732 255982105
1 923998752 985751985
1 949489584 913436009
2 502900497 900502134
1 145443357 630110813
1 346713283 879991648
1 226658231 956382286
1 423591108 180440929
1 791697885 50654961
1 442216926 691951593
1 97410703 799146307
1 343379204 678700717
1 576657920 295962529
1 940421089 177600903
1 46227684 145561930
2 973275316 455296813
1 569064892 174454684
1 568170515 529551043
1 103708340 416832663
1 417365089 766438299
1 593082709 114979367
1 325601626 391174204
2 537576677 380485988
1 910862781 607324451
1 242599058 438405800
1 825281301 53433581
1 737963852 240399139
1 340908338 160066570
1 231503036 424136266
1 646267172 987556925
1 552916198 493777795
1 282772086 169138591
1 321675107 177183850
1 861560777 562725896
1 483312911 49920801
1 69165393 674107124
1 134241556 340002342
1 372250390 792441019
1 875132845 35206190
1 83865706 574626888
2 143783873 94924145
1 160376641 358228302
2 63782172 185603529
1 759631466 128746225
1 742572718 37693640
1 70147074 140834162
1 968104608 598036984
1 529003266 375593082
2 532908517 586637229
1 478032124 342563219
1 579024519 416686276
1 510712711 56396718
1 168776329 590842394
1 391511759 41217683
1 141840977 800409425
2 109410994 417552904
1 219946965 622262846
1 180424352 938153078
1 760557162 654533368
1 365334259 310122818
1 450865603 21377936
1 894440182 470609874
1 941956919 13470527
1 9036086 191137043
1 864971986 60340737
1 786496552 885702179
1 243914236 713260907
1 162711829 951027372
1 96992336 796060235
2 468439385 178672371
2 346045847 399813031
1 957906796 647597391
1 900708743 599615898
1 58144846 721324493
1 43413005 290913633
1 772775272 845878026
1 243280646 801932012
1 214059127 656638764
1 343514166 799523404
1 588456380 24184225
1 304860256 683319428
2 331514650 194142232
2 987761699 55262361
1 42609634 28064187
1 487870580 548273814
1 697323258 886714105
1 494379745 426143972
1 89683383 568076465
1 508153698 789716745
1 926122834 177976160
1 227889274 964664095
1 75020512 89822973
1 721618036 394176443
1 274589712 879910759
2 4798786 196301363
2 518993142 786647127
1 596834306 98065805
1 176478172 393720297
1 31032194 867041984
1 31065932 872550059
1 36277167 410947177
1 824125183 595406109
1 341724047 777764429
1 782967421 346634509
1 305567949 840097444
1 614164047 94225378
1 737472663 220415135
1 711198022 211176552
1 197824136 318546774
2 462283004 142097029
1 392362086 654783112
1 878632918 85896054
1 207344291 617023403
1 731635740 903498036
1 530717913 276377800
1 389509136 742871274
1 859470722 149414932
1 748068509 63656156
1 65742561 567101678
1 808308722 263139732
2 686906022 104909129
1 152511244 308487037
1 419455183 387426158
1 915823529 23732432
1 930309879 682681124
1 124662721 409796022
1 2691328 928971687
1 52147703 859073501
1 680993597 519029916
1 588280839 221350285
1 919333843 892037714
1 803556237 637997854
2 192383224 67451964
1 323137182 127958258
1 113051708 330007339
2 951489966 528623000
1 697440864 922855922
1 620710956 606458944
1 200575660 673275477
1 426879888 974896636
1 667480219 32952452
1 10702552 75122272
1 379405093 575428686
1 575683426 890489625
1 675260144 439144391
2 863194952 111017710
1 38911262 146551746
1 418467394 965525611
2 572345498 831529973
1 908743666 351096998
1 160984768 634579134
1 477825021 9266745
1 301907736 806944738
2 286588204 29608054
1 473983808 229014333
1 59584495 147701472
2 2248900 728513810
1 427673225 276126066
2 83733317 142543543
1 773760493 579123266
1 320815727 411464650
1 61803447 934405737
1 875322552 76128092
1 265368749 876513271
2 190348444 583147925
1 768677253 44454466
1 895625388 63014293
1 859273401 773503110
1 453677854 396745328
1 95393895 262392603
1 646935637 130524876
1 352629697 385430337
1 26317775 88696790
1 843252625 95260400
1 288416654 341091077
1 76867182 707529536
1 453979574 25302427
1 606092748 85877915
1 284784422 778215038
1 21719078 546281112
2 687271029 797130837
1 650380508 253434726
1 637178553 706476329
1 793857634 842334405
1 96483657 43648292
1 995169719 7802975
1 770450361 780309564
1 555521082 531411665
1 323719144 171575357
1 220805036 218498036
1 792563008 912896762
2 42315515 379773448
1 741791879 153539518
1 575080690 350240261
1 538213626 555291018
1 608783938 219551658
1 330690673 23441253
1 533497891 547806390
1 31050347 24655808
1 964655202 605928811
2 534000958 412918871
1 251426598 626498937
1 267425729 733932710
1 685734195 737365563
1 758333906 2513197
1 804335793 62115086
1 48882207 224499895
1 653217326 480173196
1 581197728 434587940
1 126272032 333177166
1 328465109 125609104
1 526441975 70626763
1 712745215 445045539
1 767471876 906014628
1 720781016 211283185
1 775417931 163891252
1 683829624 584990402
1 211313177 395592279
2 829303020 926988110
1 340919035 132829627
1 27845882 647282306
1 794111140 808042453
1 133306745 99492903
1 851611675 58914470
1 157683117 185327021
1 913758847 889381832
1 138887422 552134421
1 372701613 579189970
1 220859081 919810929
1 544896420 203860132
1 141084462 970563702
1 624119068 52022506
1 415700847 712810416
1 351232013 516875466
1 166316249 46467127
1 229668222 5693495
2 894661296 684884156
1 31222735 774497277
1 588032247 131210413
1 397018832 256796773
1 429985728 280636919
1 588577722 709074150
1 995706399 644870569
1 919233189 554851005
1 33050414 866000681
1 234538911 262984932
1 887828200 12178044
1 246609289 118881513
2 582253820 4457008
1 559180865 764358783
1 425118206 76573251
1 452341091 404606057
1 733250898 132171131
1 489885413 51833693
1 705473974 643865931
1 911564919 523255935
1 692959399 764801312
1 38974704 651294949
1 350990106 100616880
1 282176914 903501022
1 40738156 786388146
1 52291739 339424328
1 52839961 963456894
1 42710534 14880349
2 417166685 933850987
1 920108556 234758645
1 955899701 274090078
1 621938892 917026473
1 151000743 691300494
1 142172884 497845924
1 765697743 5448708
1 144386922 640434100
1 233271669 439285108
1 317949679 633919795
1 798808790 304551064
1 719853405 800794284
2 39120157 362482717
1 791656955 362744451
1 601479805 658534784
1 98492157 795274509
1 50828355 721154626
1 194899690 559506733
1 543732815 974503720
1 859908519 710513101
1 615513462 299006813
2 72157583 10194082
1 304075753 737584458
1 681315690 489996026
1 985655003 214782463
1 246877817 337064315
1 981596417 721604265
1 3119469 327781464
1 651176280 536051426
1 107795945 397733194
1 617147702 848391082
1 873311976 851137034
1 4855729 5858717
1 450704159 602955922
1 11185006 948297131
2 552797954 860955956
1 302634470 136261194
1 454564558 267193927
1 657200581 61768346
2 617630781 377565247
1 9549744 234252461
1 260644439 577424971
1 82271438 549568376
2 315273448 751661965
1 967682505 946202804
1 89548515 241812214
1 972953829 140010676
2 368955306 39517631
1 130417333 490795791
1 978437899 116461992
1 250739345 813256001
2 214824184 423028459
1 65102586 548460088
1 847536690 83096857
1 964078285 292597958
1 759550570 123632222
1 361359519 285682117
1 679841662 131306125
1 541488226 904402043
2 12639403 622543746
1 797148285 668236009
2 556159363 167077128
1 860649987 287463895
1 974223347 1963232
1 418527135 176614020
1 479700345 463066155
2 9672800 947949584
1 182392839 810259382
1 158258913 272795805
1 34957077 699031017
1 760180762 770829509
1 701900329 504135110
2 940335955 894237412
1 535473471 746146167
1 249508595 248372152
1 96157867 10546703
1 582301745 662448836
1 386104226 351123726
1 606937188 245995466
1 54172781 741842517
1 796883752 162692103
1 809558774 945410873
1 567120556 62759306
2 944477018 773606549
2 55905247 942111168
1 787828303 793604766
1 551946193 223289289
1 410427548 338325072
1 383532371 75629681
1 54526049 29745430
1 456841978 889086221
2 102185231 26216973
1 682328707 128882147
1 483242583 867918105
1 763316676 789044932
1 216584493 150792186
1 322233424 616378012
1 770005988 754183494
1 406268690 100337595
1 288999788 404405980
2 259994824 751268970
1 626849768 702257172
1 241710143 530796924
1 29337349 92048058
2 512231464 959758272
1 846438332 157368196
1 222103960 367655812
1 969859448 26861806
1 481628584 658724323
1 259909011 101988457
1 414637565 229120440
2 924121795 906252039
1 832792839 243812505
1 351507366 849766043
1 579239492 527748771
2 377485961 739853289
1 398372706 743542043
1 870108746 347036530
1 204909171 137645787
1 792862529 504495268
1 463325155 123154641
1 472171390 832476065
1 584602365 674263530
1 776966919 782433873
1 356218754 931674289
1 833402500 107471766
1 139553992 224779598
1 609447949 642166300
1 858104166 449523288
1 48025259 854160388
1 644663680 807470645
1 361152011 886041033
1 778271962 886950035
1 712411800 76769153
1 867401957 98674041
1 830261382 1792715
1 112106293 827308032
1 379448572 158696592
1 497952502 136907333
1 946835992 411671852
1 138994924 211436888
2 551687096 163613304
1 255454892 610559491
1 95852591 967718843
1 635333459 760752529
1 123818233 687345244
1 493172089 603906050
1 443332112 462034941
1 702580535 405960539
1 109462678 138722245
1 587453606 350430783
1 507373301 912991317
1 235366971 940782401
1 325466757 478935990
1 689549050 74619069
1 621830312 446627482
2 535578205 358926858
2 321397891 812981832
1 108526511 229927583
1 505223412 932523824
1 428996889 48110444
1 145708093 577540049
1 616458385 458498
2 745449079 136052733
1 530767156 749499832
1 246863318 93379622
1 9024522 789759473
2 522982319 113268262
1 396510006 294892779
1 69187167 40062742
2 315970614 584029045
2 697941669 542929547
1 875005470 41898212
1 594422846 370846878
1 154444056 581003616
1 492474838 415605306
1 793084464 732568097
1 308439764 69073337
1 547565403 964300826
1 624932615 692921406
